alpha	precision	recall	pred.col
0.001116	0.0681818181818182	0.882352941176471	K562_K562HiC.ABC.Score
0.001114	0.0678733031674208	0.882352941176471	K562_K562HiC.ABC.Score
0.001108	0.0675675675675676	0.882352941176471	K562_K562HiC.ABC.Score
0.001102	0.0672645739910314	0.882352941176471	K562_K562HiC.ABC.Score
0.001101	0.0669642857142857	0.882352941176471	K562_K562HiC.ABC.Score
0.001089	0.0666666666666667	0.882352941176471	K562_K562HiC.ABC.Score
0.001083	0.0663716814159292	0.882352941176471	K562_K562HiC.ABC.Score
0.00107	0.066079295154185	0.882352941176471	K562_K562HiC.ABC.Score
0.001066	0.0657894736842105	0.882352941176471	K562_K562HiC.ABC.Score
0.00105	0.0655021834061135	0.882352941176471	K562_K562HiC.ABC.Score
0.001042	0.0652173913043478	0.882352941176471	K562_K562HiC.ABC.Score
0.001014	0.0649350649350649	0.882352941176471	K562_K562HiC.ABC.Score
0.000998	0.0646551724137931	0.882352941176471	K562_K562HiC.ABC.Score
0.000995	0.0643776824034335	0.882352941176471	K562_K562HiC.ABC.Score
0.000985	0.0641025641025641	0.882352941176471	K562_K562HiC.ABC.Score
0.000977	0.0638297872340425	0.882352941176471	K562_K562HiC.ABC.Score
0.000963	0.0635593220338983	0.882352941176471	K562_K562HiC.ABC.Score
0.000961	0.0627615062761506	0.882352941176471	K562_K562HiC.ABC.Score
0.000943	0.0625	0.882352941176471	K562_K562HiC.ABC.Score
0.000913	0.0622406639004149	0.882352941176471	K562_K562HiC.ABC.Score
0.000909	0.0619834710743802	0.882352941176471	K562_K562HiC.ABC.Score
0.000906	0.0617283950617284	0.882352941176471	K562_K562HiC.ABC.Score
0.000905	0.0614754098360656	0.882352941176471	K562_K562HiC.ABC.Score
0.000902	0.0612244897959184	0.882352941176471	K562_K562HiC.ABC.Score
9e-04	0.0609756097560976	0.882352941176471	K562_K562HiC.ABC.Score
0.000897	0.0607287449392713	0.882352941176471	K562_K562HiC.ABC.Score
0.000887	0.0604838709677419	0.882352941176471	K562_K562HiC.ABC.Score
0.000883	0.06	0.882352941176471	K562_K562HiC.ABC.Score
0.000876	0.0597609561752988	0.882352941176471	K562_K562HiC.ABC.Score
0.000868	0.0595238095238095	0.882352941176471	K562_K562HiC.ABC.Score
0.000867	0.0592885375494071	0.882352941176471	K562_K562HiC.ABC.Score
0.000862	0.0590551181102362	0.882352941176471	K562_K562HiC.ABC.Score
0.000858	0.0588235294117647	0.882352941176471	K562_K562HiC.ABC.Score
0.000846	0.05859375	0.882352941176471	K562_K562HiC.ABC.Score
0.000839	0.0583657587548638	0.882352941176471	K562_K562HiC.ABC.Score
0.000836	0.0581395348837209	0.882352941176471	K562_K562HiC.ABC.Score
0.000833	0.0579150579150579	0.882352941176471	K562_K562HiC.ABC.Score
0.00083	0.0576923076923077	0.882352941176471	K562_K562HiC.ABC.Score
0.000829	0.0574712643678161	0.882352941176471	K562_K562HiC.ABC.Score
0.000823	0.0572519083969466	0.882352941176471	K562_K562HiC.ABC.Score
0.00082	0.0570342205323194	0.882352941176471	K562_K562HiC.ABC.Score
0.000819	0.0568181818181818	0.882352941176471	K562_K562HiC.ABC.Score
0.000812	0.0566037735849057	0.882352941176471	K562_K562HiC.ABC.Score
0.00081	0.056390977443609	0.882352941176471	K562_K562HiC.ABC.Score
0.000804	0.0561797752808989	0.882352941176471	K562_K562HiC.ABC.Score
0.000803	0.0559701492537313	0.882352941176471	K562_K562HiC.ABC.Score
0.000798	0.0557620817843866	0.882352941176471	K562_K562HiC.ABC.Score
0.000787	0.0592592592592593	0.941176470588235	K562_K562HiC.ABC.Score
0.000779	0.0590405904059041	0.941176470588235	K562_K562HiC.ABC.Score
0.00077	0.0588235294117647	0.941176470588235	K562_K562HiC.ABC.Score
0.000768	0.0586080586080586	0.941176470588235	K562_K562HiC.ABC.Score
0.000765	0.0581818181818182	0.941176470588235	K562_K562HiC.ABC.Score
0.000754	0.0579710144927536	0.941176470588235	K562_K562HiC.ABC.Score
0.000753	0.0575539568345324	0.941176470588235	K562_K562HiC.ABC.Score
0.000752	0.0573476702508961	0.941176470588235	K562_K562HiC.ABC.Score
0.000751	0.0571428571428571	0.941176470588235	K562_K562HiC.ABC.Score
0.000747	0.0567375886524823	0.941176470588235	K562_K562HiC.ABC.Score
0.000745	0.0565371024734982	0.941176470588235	K562_K562HiC.ABC.Score
0.00074	0.0563380281690141	0.941176470588235	K562_K562HiC.ABC.Score
0.000731	0.056140350877193	0.941176470588235	K562_K562HiC.ABC.Score
0.000728	0.0557491289198606	0.941176470588235	K562_K562HiC.ABC.Score
0.000724	0.0555555555555556	0.941176470588235	K562_K562HiC.ABC.Score
